1	16.41851852
2	16.20666667
3	16.41851852
4	16.7362963
5	16.84222222
6	16.84222222
7	16.63037037
8	16.41851852
9	16.10074074
10	15.67703704
11	15.25333333
12	14.40592593
13	13.77037037
14	13.34666667
15	13.34666667
16	13.24074074
17	13.13481481
18	12.92296296
19	12.71111111
20	12.49925926
21	11.8637037
22	11.54592593
23	11.54592593
24	11.44
1	11.54592593
2	11.54592593
3	11.8637037
4	11.0162963
5	10.80444444
6	10.16888889
7	10.38074074
8	10.91037037
9	10.06296296
10	8.791851852
11	7.520740741
12	7.520740741
13	6.779259259
14	6.779259259
15	7.097037037
16	7.202962963
17	7.626666667
18	7.626666667
19	7.944444444
20	7.838518519
21	7.626666667
22	7.414814815
23	7.202962963
24	7.626666667
1	8.05037037
2	8.685925926
3	9.639259259
4	9.745185185
5	9.851111111
6	9.957037037
7	10.16888889
8	10.48666667
9	10.69851852
10	10.48666667
11	9.957037037
12	10.48666667
13	10.38074074
14	10.16888889
15	10.59259259
16	11.65185185
17	12.28740741
18	12.92296296
19	13.13481481
20	13.13481481
21	12.71111111
22	12.28740741
23	12.49925926
24	11.8637037
1	11.12222222
2	10.59259259
3	10.80444444
4	10.59259259
5	10.48666667
6	10.69851852
7	10.59259259
8	10.38074074
9	9.957037037
10	9.533333333
11	9.003703704
12	8.685925926
13	8.474074074
14	8.685925926
15	8.685925926
16	8.685925926
17	8.897777778
18	9.427407407
19	9.639259259
20	9.533333333
21	9.321481481
22	9.427407407
23	9.745185185
24	10.16888889
1	5.805555556
2	5.927777778
3	6.477777778
4	6.294444444
5	6.233333333
6	6.172222222
7	5.988888889
8	5.988888889
9	6.111111111
10	6.05
11	5.866666667
12	5.255555556
13	4.644444444
14	3.911111111
15	4.705555556
16	5.377777778
17	5.438888889
18	5.683333333
19	5.866666667
20	5.927777778
21	5.866666667
22	5.927777778
23	6.05
24	6.05
1	6.111111111
2	6.233333333
3	6.172222222
4	6.661111111
5	6.661111111
6	6.966666667
7	7.516666667
8	7.394444444
9	6.905555556
10	6.661111111
11	6.355555556
12	6.111111111
13	5.866666667
14	6.111111111
15	6.294444444
16	6.722222222
17	7.027777778
18	7.516666667
19	7.7
20	7.638888889
21	7.211111111
22	7.211111111
23	6.844444444
24	6.783333333
1	13.02888889
2	13.55851852
3	13.77037037
4	12.92296296
5	12.71111111
6	12.71111111
7	13.13481481
8	13.13481481
9	12.81703704
10	12.49925926
11	11.8637037
12	11.44
13	11.12222222
14	10.91037037
15	10.91037037
16	11.12222222
17	12.07555556
18	12.39333333
19	11.8637037
20	11.8637037
21	12.49925926
22	12.92296296
23	13.77037037
24	14.08814815
1	15.04148148
2	15.78296296
3	15.88888889
4	16.20666667
5	16.20666667
6	16.31259259
7	16.52444444
8	15.88888889
9	14.93555556
10	13.24074074
11	13.45259259
12	12.92296296
13	12.28740741
14	12.28740741
15	12.28740741
16	12.49925926
17	12.28740741
18	12.39333333
19	12.71111111
20	12.49925926
21	12.28740741
22	12.18148148
23	12.81703704
24	13.24074074
1	12.92296296
2	12.71111111
3	13.66444444
4	14.61777778
5	13.8762963
6	15.14740741
7	15.78296296
8	15.46518519
9	14.3
10	12.92296296
11	13.02888889
12	12.60518519
13	12.60518519
14	12.18148148
15	12.60518519
16	13.24074074
17	13.55851852
18	13.45259259
19	13.55851852
20	13.55851852
21	13.55851852
22	13.55851852
23	15.14740741
24	16.7362963
1	17.16
2	16.63037037
3	16.84222222
4	17.37185185
5	16.94814815
6	17.16
7	16.94814815
8	16.84222222
9	16.52444444
10	15.25333333
11	14.51185185
12	14.08814815
13	13.77037037
14	13.98222222
15	14.61777778
16	15.04148148
17	14.82962963
18	14.7237037
19	14.61777778
20	14.7237037
21	14.82962963
22	14.7237037
23	14.93555556
24	15.14740741
1	14.93555556
2	14.61777778
3	14.7237037
4	15.35925926
5	16.10074074
6	16.52444444
7	17.37185185
8	17.26592593
9	17.68962963
10	16.20666667
11	15.14740741
12	14.19407407
13	13.77037037
14	14.08814815
15	14.93555556
16	16.52444444
17	17.68962963
18	18.74888889
19	18.64296296
20	19.06666667
21	19.06666667
22	19.27851852
23	19.5962963
24	19.5962963
1	11.36666667
2	12.03888889
3	12.58888889
4	11.67222222
5	11.06111111
6	11.18333333
7	11.06111111
8	10.38888889
9	10.14444444
10	9.35
11	8.738888889
12	8.372222222
13	8.25
14	7.883333333
15	7.394444444
16	8.005555556
17	8.8
18	9.227777778
19	9.594444444
20	10.14444444
21	10.26666667
22	10.38888889
23	10.26666667
24	10.38888889
1	11.12222222
2	11.48888889
3	11.73333333
4	11.85555556
5	11.91666667
6	12.22222222
7	12.34444444
8	12.1
9	11.48888889
10	10.57222222
11	10.26666667
12	9.411111111
13	9.044444444
14	8.677777778
15	9.35
16	9.777777778
17	10.45
18	10.81666667
19	11.18333333
20	11.42777778
21	11.73333333
22	11.97777778
23	11.97777778
24	12.34444444
1	21.71481481
2	21.82074074
3	22.03259259
4	22.98592593
5	22.98592593
6	22.98592593
7	23.3037037
8	22.4562963
9	20.86740741
10	19.17259259
11	18.21925926
12	17.47777778
13	17.37185185
14	17.68962963
15	17.68962963
16	17.79555556
17	17.90148148
18	18.11333333
19	18.43111111
20	18.96074074
21	19.5962963
22	19.91407407
23	20.54962963
24	20.86740741
1	20.86740741
2	20.97333333
3	20.97333333
4	21.60888889
5	21.71481481
6	22.13851852
7	22.24444444
8	22.24444444
9	21.50296296
10	20.33777778
11	19.06666667
12	17.79555556
13	17.16
14	16.63037037
15	17.16
16	18.11333333
17	18.85481481
18	19.49037037
19	20.02
20	20.23185185
21	20.76148148
22	21.18518519
23	22.4562963
24	22.35037037
1	22.56222222
2	22.56222222
3	22.98592593
4	23.19777778
5	23.19777778
6	23.19777778
7	23.62148148
8	24.57481481
9	22.66814815
10	20.54962963
11	18.53703704
12	17.26592593
13	16.52444444
14	16.10074074
15	16.52444444
16	18.21925926
17	19.38444444
18	20.86740741
19	22.4562963
20	22.35037037
21	23.19777778
22	22.4562963
23	23.62148148
24	24.68074074
1	25.10444444
2	24.78666667
3	25.21037037
4	25.84592593
5	26.1637037
6	27.01111111
7	27.22296296
8	27.32888889
9	25.21037037
10	23.3037037
11	20.97333333
12	18.43111111
13	18.00740741
14	17.16
15	17.47777778
16	18.85481481
17	19.91407407
18	20.76148148
19	22.13851852
20	22.88
21	23.62148148
22	24.68074074
23	25.74
24	25.95185185
1	26.37555556
2	26.69333333
3	27.11703704
4	25.84592593
5	25.95185185
6	25.21037037
7	24.57481481
8	24.25703704
9	23.51555556
10	22.24444444
11	21.60888889
12	20.97333333
13	20.33777778
14	20.12592593
15	19.80814815
16	19.49037037
17	19.27851852
18	19.17259259
19	19.06666667
20	18.96074074
21	18.85481481
22	18.74888889
23	18.64296296
24	18.64296296
1	10.69444444
2	10.69444444
3	10.75555556
4	10.69444444
5	10.81666667
6	10.87777778
7	10.93888889
8	11.12222222
9	11.12222222
10	11.06111111
11	11
12	10.69444444
13	10.93888889
14	10.93888889
15	10.93888889
16	10.75555556
17	10.51111111
18	10.32777778
19	10.26666667
20	10.20555556
21	10.20555556
22	10.38888889
23	10.51111111
24	10.38888889
1	10.38888889
2	10.38888889
3	10.57222222
4	10.93888889
5	10.81666667
6	10.93888889
7	10.51111111
8	10.45
9	10.26666667
10	10.08333333
11	10.02222222
12	9.961111111
13	10.02222222
14	9.716666667
15	10.20555556
16	10.32777778
17	10.26666667
18	10.32777778
19	10.26666667
20	10.32777778
21	10.38888889
22	10.51111111
23	10.38888889
24	10.38888889
1	17.90148148
2	17.90148148
3	17.90148148
4	18.11333333
5	18.32518519
6	18.43111111
7	18.43111111
